 "1997";9.1;9.5
 "1998";9.0;9.6
 "1999";8.8;9.5
 "2000";9.1;9.3
 "2001";8.8;9.3
 "2002";8.8;9.4
 "2003";8.7;9.7
 "2004";9.0;9.3
 "2005";9.1;9.4
 "2006";9.4;9.1
 "2007";9.8;9.2
 "2008";10.8;9.1
 "2009";10.7;9.2
 "2010";10.9;9.1
 "2011";10.7;9.1
 "2012";10.7;9.4
 "2013";10.3;9.4
 "2014";10.3;9.2
