"1995";0.0
"1996";0.0
"1997";-0.1
"1998";-0.4
"1999";-1.1
"2000";0.1
"2001";-0.6
"2002";-0.3
"2003";-0.9
"2004";0.0
"2005";0.4
"2006";0.6
"2007";1.5
"2008";3.0
"2009";2.8
"2010";3.3
"2011";2.8
"2012";2.9
"2013";2.6
"2014";2.5
